0	-0.005712
0.002	-0.025452
0.004	-0.044613
0.006	-0.062022
0.008	-0.076887
0.01	-0.089328
0.012	-0.100343
0.014	-0.110705
0.016	-0.120022
0.018	-0.127238
0.02	-0.131752
0.022	-0.133491
0.024	-0.13263
0.026	-0.129775
0.028	-0.125811
0.03	-0.121617
0.032	-0.117732
0.034	-0.113996
0.036	-0.109689
0.038	-0.104101
0.04	-0.097066
0.042	-0.089072
0.044	-0.081235
0.046	-0.074801
0.048	-0.070247
0.05	-0.066977
0.052	-0.063809
0.054	-0.059734
0.056	-0.054396
0.058	-0.048421
0.06	-0.042909
0.062	-0.038532
0.064	-0.035514
0.066	-0.033624
0.068	-0.032272
0.07	-0.031031
0.072	-0.029553
0.074	-0.027683
0.076	-0.025949
0.078	-0.025155
0.08	-0.025663
0.082	-0.027239
0.084	-0.02923
0.086	-0.030928
0.088	-0.031709
0.09	-0.031297
0.092	-0.030023
0.094	-0.02861
0.096	-0.02791
0.098	-0.028327
0.1	-0.029371
0.102	-0.030164
0.104	-0.030095
0.106	-0.028865
0.108	-0.02667
0.11	-0.024273
0.112	-0.022354
0.114	-0.021155
0.116	-0.020592
0.118	-0.020172
0.12	-0.018999
0.122	-0.016278
0.124	-0.012078
0.126	-0.007426
0.128	-0.003597
0.13	-0.001308
0.132	-0.000455
0.134	-0.000398
0.136	-0.000371
0.138	0.000333
0.14	0.002179
0.142	0.004959
0.144	0.0079
0.146	0.010258
0.148	0.011652
0.15	0.012237
0.152	0.012652
0.154	0.01371
0.156	0.016049
0.158	0.019658
0.16	0.023738
0.162	0.027223
0.164	0.029504
0.166	0.030792
0.168	0.031776
0.17	0.033132
0.172	0.035545
0.174	0.039572
0.176	0.04501
0.178	0.050785
0.18	0.055703
0.182	0.059378
0.184	0.062407
0.186	0.065635
0.188	0.069707
0.19	0.075008
0.192	0.081263
0.194	0.087583
0.196	0.093165
0.198	0.097642
0.2	0.101181
0.202	0.104377
0.204	0.107831
0.206	0.112022
0.208	0.116998
0.21	0.121928
0.212	0.125704
0.214	0.127958
0.216	0.129159
0.218	0.129942
0.22	0.130709
0.222	0.131725
0.224	0.132992
0.226	0.134066
0.228	0.134302
0.23	0.133255
0.232	0.130831
0.234	0.127278
0.236	0.123168
0.238	0.119212
0.24	0.115772
0.242	0.112424
0.244	0.108298
0.246	0.102741
0.248	0.095491
0.25	0.086903
0.252	0.07788
0.254	0.069185
0.256	0.061282
0.258	0.054231
0.26	0.047421
0.262	0.04009
0.264	0.03193
0.266	0.023035
0.268	0.013848
0.27	0.005144
0.272	-0.002376
0.274	-0.008552
0.276	-0.013872
0.278	-0.019098
0.28	-0.024844
0.282	-0.031358
0.284	-0.038266
0.286	-0.044787
0.288	-0.050243
0.29	-0.054228
0.292	-0.057033
0.294	-0.059621
0.296	-0.06277
0.298	-0.066684
0.3	-0.071042
0.302	-0.075135
0.304	-0.07828
0.306	-0.080153
0.308	-0.080785
0.31	-0.080578
0.312	-0.080286
0.314	-0.080662
0.316	-0.082005
0.318	-0.083772
0.32	-0.084873
0.322	-0.084648
0.324	-0.083329
0.326	-0.081596
0.328	-0.080032
0.33	-0.079194
0.332	-0.079571
0.334	-0.080944
0.336	-0.082529
0.338	-0.083633
0.34	-0.083736
0.342	-0.082824
0.344	-0.081581
0.346	-0.081005
0.348	-0.081885
0.35	-0.084208
0.352	-0.0872
0.354	-0.089724
0.356	-0.090671
0.358	-0.089767
0.36	-0.087861
0.362	-0.086123
0.364	-0.085201
0.366	-0.085097
0.368	-0.085388
0.37	-0.08534
0.372	-0.084286
0.374	-0.082147
0.376	-0.079559
0.378	-0.077368
0.38	-0.076214
0.382	-0.076503
0.384	-0.078091
0.386	-0.080042
0.388	-0.081215
0.39	-0.081089
0.392	-0.079976
0.394	-0.078646
0.396	-0.077844
0.398	-0.078125
0.4	-0.079533
0.402	-0.0812
0.404	-0.081979
0.406	-0.081439
0.408	-0.080109
0.41	-0.078815
0.412	-0.077986
0.414	-0.077926
0.416	-0.078866
0.418	-0.080293
0.42	-0.081053
0.422	-0.08023
0.424	-0.077649
0.426	-0.073969
0.428	-0.070275
0.43	-0.067525
0.432	-0.066412
0.434	-0.066931
0.436	-0.068223
0.438	-0.069169
0.44	-0.06905
0.442	-0.068076
0.444	-0.067195
0.446	-0.067198
0.448	-0.068233
0.45	-0.070044
0.452	-0.072088
0.454	-0.073392
0.456	-0.073133
0.458	-0.071413
0.46	-0.069139
0.462	-0.067317
0.464	-0.066657
0.466	-0.067502
0.468	-0.069538
0.47	-0.071722
0.472	-0.072981
0.474	-0.073055
0.476	-0.072435
0.478	-0.071679
0.48	-0.071237
0.482	-0.071466
0.484	-0.072403
0.486	-0.073594
0.488	-0.074257
0.49	-0.07401
0.492	-0.073267
0.494	-0.072871
0.496	-0.073348
0.498	-0.074602
0.5	-0.076481
0.502	-0.078673
0.504	-0.080187
0.506	-0.080122
0.508	-0.078552
0.51	-0.076268
0.512	-0.074249
0.514	-0.0731
0.516	-0.072964
0.518	-0.073702
0.52	-0.074657
0.522	-0.075028
0.524	-0.074538
0.526	-0.073509
0.528	-0.072535
0.53	-0.072063
0.532	-0.072325
0.534	-0.073315
0.536	-0.074604
0.538	-0.075428
0.54	-0.075153
0.542	-0.07382
0.544	-0.072132
0.546	-0.070777
0.548	-0.070068
0.55	-0.070068
0.552	-0.070518
0.554	-0.070671
0.556	-0.069789
0.558	-0.067825
0.56	-0.065441
0.562	-0.063501
0.564	-0.062455
0.566	-0.062238
0.568	-0.062689
0.57	-0.063372
0.572	-0.063317
0.574	-0.062021
0.576	-0.060046
0.578	-0.058297
0.58	-0.057382
0.582	-0.057537
0.584	-0.058812
0.586	-0.060811
0.588	-0.062558
0.59	-0.06324
0.592	-0.062873
0.594	-0.062224
0.596	-0.062065
0.598	-0.062595
0.6	-0.063693
0.602	-0.065137
0.604	-0.066296
0.606	-0.066231
0.608	-0.064769
0.61	-0.062888
0.612	-0.061674
0.614	-0.061519
0.616	-0.062306
0.618	-0.063801
0.62	-0.065422
0.622	-0.066227
0.624	-0.06568
0.626	-0.064055
0.628	-0.062182
0.63	-0.060967
0.632	-0.060922
0.634	-0.061993
0.636	-0.063555
0.638	-0.064567
