0.015	S:	3374	M:	3597	H:	1780	R:	74	L:	15
0.03	S:	2294	M:	2264	H:	1780	R:	-1	L:	255
0.045	S:	2294	M:	2264	H:	1780	R:	-1	L:	255
0.06	S:	2294	M:	2264	H:	1780	R:	-1	L:	255
0.075	S:	3374	M:	2264	H:	1783	R:	-1	L:	255
0.09	S:	3374	M:	2264	H:	1783	R:	-1	L:	255
0.105	S:	3374	M:	2264	H:	1783	R:	-1	L:	255
0.12	S:	3374	M:	3336	H:	1783	R:	63	L:	32
0.135	S:	3374	M:	3336	H:	1783	R:	63	L:	32
0.15	S:	3374	M:	3336	H:	1783	R:	63	L:	32
0.165	S:	3374	M:	3336	H:	1783	R:	63	L:	32
0.18	S:	3374	M:	3336	H:	1783	R:	63	L:	32
0.195	S:	3374	M:	3888	H:	1784	R:	86	L:	33
0.21	S:	3374	M:	3888	H:	1784	R:	86	L:	33
0.225	S:	3374	M:	3888	H:	1784	R:	86	L:	33
0.24	S:	3374	M:	3888	H:	1784	R:	86	L:	33
0.255	S:	3374	M:	3888	H:	1784	R:	86	L:	33
0.27	S:	3374	M:	3732	H:	1789	R:	80	L:	33
0.285	S:	3374	M:	3732	H:	1789	R:	80	L:	33
0.3	S:	3374	M:	3732	H:	1789	R:	80	L:	33
0.315	S:	3374	M:	3732	H:	1789	R:	80	L:	33
0.33	S:	3374	M:	3732	H:	1789	R:	80	L:	33
0.345	S:	3374	M:	3732	H:	1789	R:	80	L:	33
0.36	S:	3374	M:	3612	H:	1803	R:	75	L:	33
0.375	S:	3374	M:	3612	H:	1803	R:	75	L:	33
0.39	S:	3374	M:	3612	H:	1803	R:	75	L:	33
0.405	S:	3374	M:	3612	H:	1803	R:	75	L:	33
0.42	S:	3374	M:	3612	H:	1803	R:	75	L:	33
0.435	S:	3374	M:	3327	H:	1803	R:	63	L:	32
0.45	S:	3374	M:	3327	H:	1803	R:	63	L:	32
0.465	S:	3374	M:	3327	H:	1803	R:	63	L:	32
0.48	S:	3374	M:	3327	H:	1841	R:	63	L:	32
0.495	S:	3374	M:	3327	H:	1841	R:	63	L:	32
0.51	S:	3374	M:	4047	H:	1841	R:	93	L:	31
0.525	S:	3374	M:	4047	H:	1841	R:	93	L:	31
0.54	S:	3374	M:	4047	H:	1841	R:	93	L:	31
0.555	S:	3374	M:	4047	H:	1890	R:	93	L:	31
0.57	S:	3374	M:	4047	H:	1890	R:	93	L:	31
0.585	S:	3374	M:	4047	H:	1890	R:	93	L:	31
0.6	S:	3374	M:	3351	H:	1890	R:	64	L:	31
0.615	S:	3374	M:	3351	H:	1890	R:	64	L:	31
0.63	S:	3374	M:	3351	H:	1890	R:	64	L:	31
0.645	S:	3374	M:	3351	H:	1890	R:	64	L:	31
0.66	S:	3374	M:	3351	H:	1890	R:	64	L:	31
0.675	S:	3374	M:	3378	H:	1946	R:	65	L:	30
0.69	S:	3374	M:	3378	H:	1946	R:	65	L:	30
0.705	S:	3374	M:	3378	H:	1946	R:	65	L:	30
0.72	S:	3374	M:	3378	H:	1946	R:	65	L:	30
0.735	S:	3374	M:	3378	H:	1946	R:	65	L:	30
0.75	S:	3374	M:	3378	H:	2004	R:	65	L:	29
0.765	S:	3374	M:	3378	H:	2004	R:	65	L:	29
0.78	S:	3374	M:	3378	H:	2004	R:	65	L:	29
0.795	S:	3374	M:	3378	H:	2004	R:	65	L:	29
0.81	S:	3374	M:	3378	H:	2004	R:	65	L:	29
0.825	S:	3374	M:	3378	H:	2004	R:	65	L:	29
0.84	S:	3374	M:	3378	H:	2064	R:	65	L:	28
0.855	S:	3374	M:	3378	H:	2064	R:	65	L:	28
0.87	S:	3374	M:	3378	H:	2064	R:	65	L:	28
0.885	S:	3374	M:	3378	H:	2064	R:	65	L:	28
0.9	S:	3374	M:	3378	H:	2064	R:	65	L:	28
0.915	S:	3374	M:	3327	H:	2064	R:	63	L:	26
0.93	S:	3374	M:	3327	H:	2064	R:	63	L:	26
0.945	S:	3374	M:	3327	H:	2064	R:	63	L:	26
0.96	S:	3374	M:	3327	H:	2114	R:	63	L:	26
0.975	S:	3374	M:	3327	H:	2114	R:	63	L:	26
0.99	S:	3374	M:	4266	H:	2114	R:	102	L:	26
1.005	S:	3374	M:	4266	H:	2114	R:	102	L:	26
1.02	S:	3374	M:	4266	H:	2114	R:	102	L:	26
1.035	S:	3374	M:	4266	H:	2161	R:	102	L:	26
1.05	S:	3374	M:	4266	H:	2161	R:	102	L:	26
1.065	S:	3374	M:	4266	H:	2161	R:	102	L:	26
1.08	S:	3374	M:	3207	H:	2161	R:	58	L:	26
1.095	S:	3374	M:	3207	H:	2161	R:	58	L:	26
1.11	S:	3374	M:	3207	H:	2161	R:	58	L:	26
1.125	S:	3374	M:	3207	H:	2161	R:	58	L:	26
1.14	S:	3374	M:	3207	H:	2161	R:	58	L:	26
1.155	S:	3374	M:	3738	H:	2195	R:	80	L:	24
1.17	S:	3374	M:	3738	H:	2195	R:	80	L:	24
1.185	S:	3374	M:	3738	H:	2195	R:	80	L:	24
1.2	S:	3374	M:	3738	H:	2195	R:	80	L:	24
1.215	S:	3374	M:	3738	H:	2195	R:	80	L:	24
1.23	S:	3374	M:	3639	H:	2227	R:	76	L:	24
1.245	S:	3374	M:	3639	H:	2227	R:	76	L:	24
1.26	S:	3374	M:	3639	H:	2227	R:	76	L:	24
1.275	S:	3374	M:	3639	H:	2227	R:	76	L:	24
1.29	S:	3374	M:	3639	H:	2227	R:	76	L:	24
1.305	S:	3374	M:	3639	H:	2227	R:	76	L:	24
1.32	S:	3374	M:	3543	H:	2227	R:	72	L:	23
1.335	S:	3374	M:	3543	H:	2227	R:	72	L:	23
1.35	S:	3374	M:	3543	H:	2252	R:	72	L:	23
1.365	S:	3374	M:	3543	H:	2252	R:	72	L:	23
1.38	S:	3374	M:	3543	H:	2252	R:	72	L:	23
1.395	S:	3374	M:	4983	H:	2252	R:	132	L:	23
1.41	S:	3374	M:	4983	H:	2252	R:	132	L:	23
1.425	S:	3374	M:	4983	H:	2252	R:	132	L:	23
1.44	S:	3374	M:	4983	H:	2272	R:	132	L:	23
1.455	S:	3374	M:	4983	H:	2272	R:	132	L:	23
1.47	S:	3374	M:	3615	H:	2272	R:	75	L:	24
1.485	S:	3374	M:	3615	H:	2272	R:	75	L:	24
1.5	S:	3374	M:	3615	H:	2272	R:	75	L:	24
1.515	S:	3374	M:	3615	H:	2287	R:	75	L:	24
1.53	S:	3374	M:	3615	H:	2287	R:	75	L:	24
1.545	S:	3374	M:	3615	H:	2287	R:	75	L:	24
1.56	S:	3374	M:	3519	H:	2287	R:	71	L:	24
1.575	S:	3374	M:	3519	H:	2287	R:	71	L:	24
1.59	S:	3374	M:	3519	H:	2287	R:	71	L:	24
1.605	S:	3374	M:	3519	H:	2287	R:	71	L:	24
1.62	S:	3374	M:	3519	H:	2287	R:	71	L:	24
1.635	S:	3374	M:	3234	H:	2293	R:	59	L:	26
1.65	S:	3374	M:	3234	H:	2293	R:	59	L:	26
1.665	S:	3374	M:	3234	H:	2293	R:	59	L:	26
1.68	S:	3374	M:	3234	H:	2293	R:	59	L:	26
1.695	S:	3374	M:	3234	H:	2293	R:	59	L:	26
1.71	S:	3374	M:	3378	H:	2293	R:	65	L:	26
1.725	S:	3374	M:	3378	H:	2293	R:	65	L:	26
1.74	S:	3374	M:	3378	H:	2293	R:	65	L:	26
1.755	S:	3374	M:	3378	H:	2292	R:	65	L:	26
1.77	S:	3374	M:	3378	H:	2292	R:	65	L:	26
1.785	S:	3374	M:	3378	H:	2292	R:	65	L:	26
1.8	S:	3374	M:	3498	H:	2292	R:	70	L:	26
1.815	S:	3374	M:	3498	H:	2292	R:	70	L:	26
1.83	S:	3374	M:	3498	H:	2284	R:	70	L:	26
1.845	S:	3374	M:	3498	H:	2284	R:	70	L:	26
1.86	S:	3374	M:	3498	H:	2284	R:	70	L:	26
1.875	S:	3374	M:	3903	H:	2284	R:	87	L:	26
1.89	S:	3374	M:	3903	H:	2284	R:	87	L:	26
1.905	S:	3374	M:	3903	H:	2284	R:	87	L:	26
1.92	S:	3374	M:	3903	H:	2264	R:	87	L:	26
1.935	S:	3374	M:	3903	H:	2264	R:	87	L:	26
1.95	S:	3374	M:	3351	H:	2264	R:	64	L:	26
1.965	S:	3374	M:	3351	H:	2264	R:	64	L:	26
1.98	S:	3374	M:	3351	H:	2264	R:	64	L:	26
1.995	S:	3374	M:	3351	H:	2264	R:	64	L:	26
2.01	S:	3374	M:	3351	H:	2264	R:	64	L:	26
2.025	S:	3374	M:	3351	H:	2264	R:	64	L:	26
2.04	S:	3374	M:	3309	H:	2234	R:	62	L:	26
2.055	S:	3374	M:	3309	H:	2234	R:	62	L:	26
2.07	S:	3374	M:	3309	H:	2234	R:	62	L:	26
2.085	S:	3374	M:	3309	H:	2234	R:	62	L:	26
2.1	S:	3374	M:	3309	H:	2234	R:	62	L:	26
2.115	S:	3374	M:	3186	H:	2194	R:	57	L:	27
2.13	S:	3374	M:	3186	H:	2194	R:	57	L:	27
2.145	S:	3374	M:	3186	H:	2194	R:	57	L:	27
2.16	S:	3374	M:	3186	H:	2194	R:	57	L:	27
2.175	S:	3374	M:	3186	H:	2194	R:	57	L:	27
