Step;Loss
119000;0.0398102
119500;0.0406585
120000;0.0403865
120500;0.0392388
121000;0.042433
121500;0.0374642
122000;0.0424291
122500;0.0412933
123000;0.0415916
123500;0.0377147
124000;0.0412915
124500;0.0353424
125000;0.0360238
125500;0.0370074
126000;0.0366713
126500;0.0443316
127000;0.0435776
127500;0.0377448
128000;0.0391844
128500;0.0412487
129000;0.0407433
129500;0.0394454
130000;0.042452
130500;0.0393505
131000;0.0386284
131500;0.0363809
132000;0.0358521
132500;0.0365392
133000;0.0439969
133500;0.0418433
134000;0.0406715
134500;0.0372282
135000;0.0384566
135500;0.0437388
136000;0.0378598
136500;0.0356478
137000;0.0406309
137500;0.0367348
138000;0.038426
138500;0.0402208
139000;0.0398666
139500;0.0418267
140000;0.0412442
140500;0.0371828
141000;0.0389282
141500;0.0402965
142000;0.0407714
142500;0.0363708
143000;0.038657
143500;0.0340663
144000;0.0392588
144500;0.0402713
145000;0.0407659
145500;0.0369942
146000;0.0401502
146500;0.0379227
147000;0.0362214
147500;0.0381052
148000;0.038643
148500;0.0390835
149000;0.0387169
149500;0.0398328
150000;0.0375516
150500;0.041273
151000;0.0402097
151500;0.0418697
152000;0.0366994
152500;0.0359464
153000;0.038683
153500;0.0355514
154000;0.03905
154500;0.0399982
155000;0.0323712
155500;0.0383219
156000;0.038929
156500;0.0368732
157000;0.038464
157500;0.0378418
158000;0.0352026
158500;0.0374361
159000;0.035608
159500;0.0348715
160000;0.0319929
160500;0.0402662
161000;0.0424813
161500;0.0373155
162000;0.0395744
162500;0.0386838
163000;0.0397575
163500;0.0357106
164000;0.0313545
164500;0.0370025
165000;0.0376144
165500;0.0415654
166000;0.0359616
166500;0.0351783
167000;0.0398095
167500;0.0407442
168000;0.0404123
168500;0.0401818
169000;0.0383677
169500;0.0345996
170000;0.0373097
170500;0.0401724
171000;0.0377845
171500;0.0392397
172000;0.0410612
172500;0.0389045
173000;0.0354304
173500;0.0339789
174000;0.0356239
174500;0.0391983
175000;0.0390679
175500;0.0419617
176000;0.0393016
176500;0.0368006
177000;0.0365387
177500;0.0381007
178000;0.0403048
178500;0.0349743
179000;0.0398102
179500;0.0361208
180000;0.0340677
180500;0.0372959
181000;0.0345983
181500;0.0369286
182000;0.0452157
182500;0.0411927
183000;0.0363673
183500;0.0346573
184000;0.0405274
184500;0.0369596
185000;0.0381057
185500;0.0406694
186000;0.0370277
186500;0.0348246
187000;0.038855
187500;0.0349131
188000;0.037389
188500;0.0366823
189000;0.0349434
189500;0.0401815
190000;0.0377836
190500;0.040614
191000;0.0430341
191500;0.0343172
192000;0.0385279
192500;0.0400634
193000;0.0365725
193500;0.0381688
194000;0.0326506
194500;0.0359981
195000;0.0386109
195500;0.0414075
196000;0.0398102
196500;0.0309116
197000;0.036914
197500;0.0381669
198000;0.038247
198500;0.0346104
199000;0.0384141
199500;0.036752
200000;0.0381834
