Step;Loss
71500;0.0943913
72000;0.0856002
72500;0.0870975
73000;0.0953799
73500;0.0943288
74000;0.0942574
74500;0.096072
75000;0.0953644
75500;0.0975087
76000;0.0881878
76500;0.0991435
77000;0.0942922
77500;0.1017
78000;0.0948608
78500;0.0924328
79000;0.0912203
79500;0.0967063
80000;0.0906902
80500;0.0963099
81000;0.0896727
81500;0.0969433
82000;0.0901782
82500;0.0910499
83000;0.0960146
83500;0.0864402
84000;0.0891044
84500;0.096164
85000;0.100045
85500;0.0962711
86000;0.0898745
86500;0.0937554
87000;0.102732
87500;0.0871831
88000;0.102866
88500;0.0843869
89000;0.0961248
89500;0.0957924
90000;0.0930759
90500;0.0963881
91000;0.0884403
91500;0.0928604
92000;0.0944518
92500;0.0889266
93000;0.0873693
93500;0.0872209
94000;0.0991358
94500;0.0986739
95000;0.0900434
95500;0.0984491
96000;0.09597
96500;0.0829144
97000;0.0899547
97500;0.087433
98000;0.0848358
98500;0.0852223
99000;0.0883891
99500;0.0931061
100000;0.0926684
100500;0.087261
101000;0.092048
101500;0.0967889
102000;0.0885198
102500;0.0935005
103000;0.0891767
103500;0.0881093
104000;0.0971435
104500;0.0905404
105000;0.0937942
105500;0.0849479
106000;0.0962183
106500;0.0822218
107000;0.0938485
107500;0.0960713
108000;0.0899785
108500;0.097119
109000;0.0866113
109500;0.101649
110000;0.0980771
110500;0.0850862
111000;0.0945422
111500;0.0943901
112000;0.0956898
112500;0.0944076
113000;0.0892418
113500;0.0909318
114000;0.0995111
114500;0.0909468
115000;0.0924479
115500;0.0925737
116000;0.101481
116500;0.0846511
117000;0.0968139
117500;0.0894535
118000;0.0842976
118500;0.088306
119000;0.0868924
119500;0.0977614
120000;0.0939081
120500;0.0877219
121000;0.0906811
121500;0.0886901
122000;0.0913838
122500;0.0874595
123000;0.0818054
123500;0.0813857
124000;0.0867414
124500;0.0826669
125000;0.0845007
125500;0.0865083
126000;0.0967694
126500;0.0954467
127000;0.0935686
127500;0.0823959
128000;0.0925727
128500;0.0956337
129000;0.0902758
129500;0.0962027
130000;0.098532
130500;0.0909265
131000;0.0883948
131500;0.0973565
132000;0.0883067
132500;0.0916972
133000;0.0932252
133500;0.084856
134000;0.0955108
134500;0.0903358
135000;0.0952826
135500;0.0893534
136000;0.0876967
136500;0.0884765
137000;0.0832363
137500;0.0948078
138000;0.0808543
138500;0.0927446
139000;0.0906455
139500;0.0899125
140000;0.0903172
140500;0.0906467
141000;0.0811605
141500;0.0862731
142000;0.0943987
142500;0.0925699
143000;0.0888286
143500;0.0855653
144000;0.0935495
144500;0.0867549
145000;0.0891512
145500;0.0880312
146000;0.0869738
146500;0.0878104
147000;0.0893356
147500;0.0893986
148000;0.0893049
148500;0.0925847
149000;0.101459
149500;0.0901731
150000;0.091947
150500;0.0806815
151000;0.0884222
151500;0.0927446
152000;0.0922723
152500;0.0871837
153000;0.0946873
153500;0.0863472
154000;0.0873683
154500;0.0921031
155000;0.094079
155500;0.087178
156000;0.0957395
156500;0.0961729
157000;0.0884224
157500;0.0915943
158000;0.0880834
158500;0.0868326
159000;0.0947287
159500;0.0825407
160000;0.0965157
160500;0.0920368
161000;0.0902407
161500;0.0908023
162000;0.0973388
162500;0.0924024
163000;0.0865693
163500;0.0773749
164000;0.0932445
164500;0.085501
165000;0.0882178
165500;0.091371
166000;0.0880773
166500;0.0838781
167000;0.0837999
167500;0.0885278
168000;0.0950712
168500;0.0948945
169000;0.085401
169500;0.0930773
170000;0.0876466
170500;0.0871513
171000;0.0866754
171500;0.0886363
172000;0.0861538
172500;0.0877705
173000;0.0918525
173500;0.0885908
174000;0.0884499
174500;0.0898303
175000;0.0878288
175500;0.0837951
176000;0.0895493
176500;0.0831176
177000;0.0898461
177500;0.0821759
178000;0.0853466
178500;0.0868261
179000;0.0880253
179500;0.0859961
180000;0.0921267
180500;0.0904485
181000;0.0901359
181500;0.0819481
182000;0.0844051
182500;0.0893691
183000;0.0930434
183500;0.0852275
184000;0.0898688
184500;0.0861112
185000;0.0881473
185500;0.084915
186000;0.0923197
186500;0.0897958
187000;0.0898063
187500;0.0941544
188000;0.0857206
188500;0.0856787
189000;0.0885836
189500;0.0971119
190000;0.0940497
190500;0.095873
191000;0.0799536
191500;0.08879
192000;0.0920944
192500;0.0912224
193000;0.0936682
193500;0.0877976
194000;0.0890374
194500;0.0820561
195000;0.091481
195500;0.0868625
196000;0.0869838
196500;0.0891438
197000;0.094583
197500;0.085477
198000;0.0805396
198500;0.080918
199000;0.0955855
199500;0.0872792
200000;0.0951663
